-8.000000;-4.617516
-7.900000;-4.408258
-7.800000;-2.405799
-7.700000;-3.589294
-7.600000;-2.231752
-7.500000;-3.623166
-7.400000;-3.873233
-7.300000;-1.788691
-7.200000;-2.809443
-7.100000;-2.026045
-7.000000;-3.909201
-6.900000;-1.917926
-6.800000;-1.658999
-6.700000;-2.517229
-6.600000;-3.191015
-6.500000;-2.590019
-6.400000;-1.787683
-6.300000;-3.233050
-6.200000;-1.611382
-6.100000;-1.527810
-6.000000;-2.679044
-5.900000;-1.281158
-5.800000;-2.862324
-5.700000;-0.971340
-5.600000;-1.931770
-5.500000;-1.534370
-5.400000;-0.812341
-5.300000;-0.278413
-5.200000;-2.108718
-5.100000;-0.563621
-5.000000;-1.170024
-4.900000;-0.514412
-4.800000;-1.969709
-4.700000;-0.095050
-4.600000;0.400998
-4.500000;-0.253835
-4.400000;-0.730213
-4.300000;-1.074541
-4.200000;-0.464544
-4.100000;-0.336126
-4.000000;-0.100371
-3.900000;0.085019
-3.800000;0.048689
-3.700000;0.667774
-3.600000;0.185168
-3.500000;-0.587281
-3.400000;0.005322
-3.300000;0.814087
-3.200000;-1.363721
-3.100000;-1.095677
-3.000000;-1.114740
-2.900000;-1.095348
-2.800000;0.721434
-2.700000;-0.351070
-2.600000;-0.432525
-2.500000;-0.795373
-2.400000;-0.414362
-2.300000;0.076837
-2.200000;0.517854
-2.100000;1.010038
-2.000000;1.200036
-1.900000;0.587101
-1.800000;1.489484
-1.700000;1.833139
-1.600000;0.796155
-1.500000;-0.241177
-1.400000;-0.377967
-1.300000;0.797210
-1.200000;0.019236
-1.100000;1.101911
-1.000000;1.061485
-0.900000;0.362253
-0.800000;1.172761
-0.700000;0.261095
-0.600000;0.312288
-0.500000;2.139248
-0.400000;0.820249
-0.300000;1.351245
-0.200000;0.081054
-0.100000;-0.307064
-0.000000;2.260600
0.100000;0.472514
0.200000;0.774273
0.300000;0.881799
0.400000;0.999680
0.500000;0.830609
0.600000;1.072065
0.700000;0.638739
0.800000;0.703566
0.900000;1.070516
1.000000;0.515809
1.100000;1.157119
1.200000;1.837798
1.300000;2.221207
1.400000;0.219589
1.500000;0.614208
1.600000;0.272190
1.700000;0.844445
1.800000;1.443672
1.900000;1.637682
2.000000;0.562177
2.100000;1.582473
2.200000;1.252842
2.300000;1.500758
2.400000;0.205412
2.500000;0.107467
2.600000;0.623213
2.700000;2.317628
2.800000;0.716221
2.900000;0.689818
3.000000;0.358226
3.100000;1.503272
3.200000;0.460758
3.300000;1.822859
3.400000;1.827834
3.500000;2.460345
3.600000;2.452130
3.700000;-0.031600
3.800000;2.054495
3.900000;0.460728
4.000000;0.117460
4.100000;1.720438
4.200000;0.835346
4.300000;0.000451
4.400000;0.017808
4.500000;1.323667
4.600000;1.812071
4.700000;1.924109
4.800000;2.227050
4.900000;0.928927
5.000000;1.478248
5.100000;0.738465
5.200000;1.357275
5.300000;1.419484
5.400000;1.848543
5.500000;1.164905
5.600000;0.055958
5.700000;-0.099965
5.800000;0.504959
5.900000;2.116447
6.000000;2.194086
6.100000;0.804608
6.200000;-0.217617
6.300000;0.927467
6.400000;0.914648
6.500000;0.650016
6.600000;2.159027
6.700000;0.212892
6.800000;1.017309
6.900000;0.338290
7.000000;-0.323091
7.100000;1.188506
7.200000;1.417814
7.300000;0.794521
